2.227967381477355957e-01,8.159736394882202148e-01,4.015810475266334834e-07
2.850942611694335938e-01,7.775739431381225586e-01,-2.719150669872760773e-02
3.311130702495574951e-01,6.838893294334411621e-01,-3.291137516498565674e-02
3.558633923530578613e-01,5.917853713035583496e-01,-3.552195429801940918e-02
3.834521472454071045e-01,5.345827341079711914e-01,-3.756160289049148560e-02
2.939915657043457031e-01,5.460453033447265625e-01,-1.346118655055761337e-02
3.096184134483337402e-01,4.398069977760314941e-01,-2.355705946683883667e-02
3.159455955028533936e-01,3.739364147186279297e-01,-3.343696147203445435e-02
3.192593157291412354e-01,3.155858516693115234e-01,-4.228310286998748779e-02
2.553982138633728027e-01,5.252140760421752930e-01,-1.138261705636978149e-02
2.659928202629089355e-01,4.072145819664001465e-01,-2.180945128202438354e-02
2.730731368064880371e-01,3.311663866043090820e-01,-3.487497195601463318e-02
2.771216630935668945e-01,2.672787010669708252e-01,-4.497330635786056519e-02
2.172935605049133301e-01,5.321816802024841309e-01,-1.311838533729314804e-02
2.133658528327941895e-01,4.157584309577941895e-01,-2.831936255097389221e-02
2.126768082380294800e-01,3.420785069465637207e-01,-4.458867758512496948e-02
2.129994332790374756e-01,2.783941030502319336e-01,-5.589023977518081665e-02
1.786726564168930054e-01,5.634347200393676758e-01,-1.709218136966228485e-02
1.590902805328369141e-01,4.758431017398834229e-01,-3.536881133913993835e-02
1.473957747220993042e-01,4.189010262489318848e-01,-4.800883308053016663e-02
1.407204270362854004e-01,3.602936863899230957e-01,-5.616766214370727539e-02
2.211001515388488770e-01,8.250492811203002930e-01,3.653970850336918375e-07
2.828856110572814941e-01,7.808369398117065430e-01,-2.364984340965747833e-02
3.314314186573028564e-01,6.845312714576721191e-01,-2.870015427470207214e-02
3.561456799507141113e-01,5.916026234626770020e-01,-3.186402097344398499e-02
3.822133839130401611e-01,5.346002578735351562e-01,-3.459665179252624512e-02
2.932144403457641602e-01,5.452535152435302734e-01,-9.000588208436965942e-03
3.092399835586547852e-01,4.406500458717346191e-01,-1.983460783958435059e-02
3.154186010360717773e-01,3.749785125255584717e-01,-3.034616634249687195e-02
3.192875683307647705e-01,3.176615238189697266e-01,-3.923789411783218384e-02
2.551187276840209961e-01,5.267003774642944336e-01,-8.533670566976070404e-03
2.663020193576812744e-01,4.044442772865295410e-01,-1.828548125922679901e-02
2.722396552562713623e-01,3.292392492294311523e-01,-2.935268543660640717e-02
2.762390971183776855e-01,2.657852768898010254e-01,-3.782766684889793396e-02
2.183421850204467773e-01,5.342277288436889648e-01,-1.202912256121635437e-02
2.147526144981384277e-01,4.160428345203399658e-01,-2.577489614486694336e-02
2.128616869449615479e-01,3.410686254501342773e-01,-3.959005698561668396e-02
2.125555723905563354e-01,2.764888107776641846e-01,-4.928277432918548584e-02
1.809218823909759521e-01,5.642115473747253418e-01,-1.780173555016517639e-02
1.608885377645492554e-01,4.787263572216033936e-01,-3.387600183486938477e-02
1.484164148569107056e-01,4.215893149375915527e-01,-4.432878270745277405e-02
1.404080986976623535e-01,3.634889423847198486e-01,-5.112801119685173035e-02
2.209646552801132202e-01,8.269572257995605469e-01,3.460675372934929328e-07
2.826548218727111816e-01,7.821710705757141113e-01,-2.359300106763839722e-02
3.313237726688385010e-01,6.867452859878540039e-01,-2.897467091679573059e-02
3.561744689941406250e-01,5.934614539146423340e-01,-3.263647854328155518e-02
3.828259706497192383e-01,5.355182290077209473e-01,-3.577069193124771118e-02
2.939538359642028809e-01,5.451256036758422852e-01,-8.385076187551021576e-03
3.098347187042236328e-01,4.397371709346771240e-01,-1.918274536728858948e-02
3.157581090927124023e-01,3.749318718910217285e-01,-2.957194857299327850e-02
3.192463815212249756e-01,3.190750479698181152e-01,-3.823932260274887085e-02
2.557938992977142334e-01,5.272869467735290527e-01,-7.895532995462417603e-03
2.668866813182830811e-01,4.038100838661193848e-01,-1.748295873403549194e-02
2.726127803325653076e-01,3.288832306861877441e-01,-2.829336561262607574e-02
2.761788964271545410e-01,2.661299407482147217e-01,-3.662578761577606201e-02
2.191772609949111938e-01,5.353971719741821289e-01,-1.141864340752363205e-02
2.157017588615417480e-01,4.164593517780303955e-01,-2.483582496643066406e-02
2.137532085180282593e-01,3.424930572509765625e-01,-3.813400864601135254e-02
2.133663445711135864e-01,2.790908217430114746e-01,-4.754432290792465210e-02
1.822268664836883545e-01,5.654916763305664062e-01,-1.727187447249889374e-02
1.620755642652511597e-01,4.806095361709594727e-01,-3.293583914637565613e-02
1.497109383344650269e-01,4.237841367721557617e-01,-4.304642230272293091e-02
1.416054666042327881e-01,3.666478097438812256e-01,-4.964218288660049438e-02
2.203015685081481934e-01,8.272123336791992188e-01,3.395490182356297737e-07
2.825246453285217285e-01,7.827290892601013184e-01,-2.321378700435161591e-02
3.311266005039215088e-01,6.861476898193359375e-01,-2.794130705296993256e-02
3.559455871582031250e-01,5.925010442733764648e-01,-3.099029883742332458e-02
