,Timecode,BlendShapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
100,13:43:44:29.941,61,4.1999999999999996e-09,0.1607996225,0.044281050599999996,0.0,0.0,0.1257414222,0.17658972739999998,4.1999999999999996e-09,0.1607258469,0.0747561231,0.0,0.0,0.1257278621,0.17656216030000002,0.21072213350000002,0.0,0.0453996211,0.311525166,0.079200007,0.18997457620000002,0.0574783534,0.0,0.0229982659,0.3617018759,0.33715891840000006,0.0,0.0,0.0738762394,0.0721864328,0.29671990870000003,0.3233093321,0.0425474308,0.037633582900000004,0.0219478756,0.2061851472,0.0285133552,0.0288430713,0.5228228569,0.5223865509000001,0.0798479989,0.08623458449999999,0.0,0.0,0.8078824878,0.6571733952000001,0.6571631432,0.011851028500000001,0.1608634293,0.1587873399,0.0932424963,0.0927293152,3.8100000000000004e-08,-0.0077651301,-0.0172580723,-0.00151213,-0.0454458408,0.0982836559,-0.0044794488,0.026919335099999997,0.09826263789999999,0.0026533840999999996
101,13:43:44:30.942,61,3.9e-09,0.1570168585,0.0460626967,0.0,0.0,0.12583211060000002,0.1804823279,3.9e-09,0.1569585204,0.0729368106,0.0,0.0,0.1258164346,0.18046501280000002,0.2141272277,0.0,0.0460064225,0.32110968230000003,0.0817981139,0.1779457778,0.0559149906,0.0,0.0223654248,0.385299474,0.35765913130000004,0.0,0.0,0.0756287128,0.07347448919999999,0.29741430280000003,0.3239095807,0.043146539500000004,0.0402017981,0.021208565699999998,0.17569047210000002,0.0279489737,0.0282841492,0.5328875184,0.5314310789,0.0751093701,0.0792063773,0.0,0.0,0.8094118237000001,0.6576262712,0.6576169132999999,0.011585738500000001,0.1737568378,0.1691282094,0.0934892893,0.09278316800000001,4.8600000000000005e-08,-0.0051575634000000006,-0.017675980900000002,0.0009864271,-0.0443497896,0.09597516060000001,-0.0042681708,0.0280087348,0.0959539041,0.0026954671
102,13:43:44:31.944,61,3.6e-09,0.1539596766,0.048121113300000004,0.0,0.0,0.1263888627,0.1821435541,3.6e-09,0.153917715,0.07077675309999999,0.0,0.0,0.12636810539999999,0.18213120100000002,0.2157177478,0.0,0.046564258600000005,0.3239243329,0.10475306960000001,0.1702332944,0.054987411900000005,0.0,0.021905601,0.3948686123,0.3668034971,0.0,0.0,0.08156995480000001,0.0784654841,0.29755181070000003,0.32384783030000003,0.0534916706,0.0632346869,0.0206851978,0.1456523836,0.027532260899999998,0.0278830454,0.5327578186999999,0.5328439474000001,0.060917895300000004,0.0642906204,0.0,0.0,0.8127771020000001,0.6577187777,0.6577102542000001,0.0113507854,0.1885750443,0.1838312745,0.0935763791,0.09272588789999998,8.49e-08,-0.0023204747,-0.020268239099999998,0.0026968336,-0.043043978499999996,0.09411042929999999,-0.0040616118,0.029265571400000003,0.0940890238,0.0027613218
103,13:43:44:32.945,61,3.3e-09,0.1479133964,0.051290635,0.0,0.0,0.1279644966,0.18754479289999998,3.3e-09,0.14789661769999998,0.067436181,0.0,0.0,0.127938807,0.1875417233,0.2157678157,0.0,0.0467902012,0.32417267559999996,0.1135272682,0.1666163802,0.054379280700000004,0.0,0.021501576499999998,0.3996227086,0.3716748059,0.0,0.0,0.0851694122,0.0816467851,0.2974574864,0.3231447935,0.058011218899999994,0.0730257928,0.0202465542,0.13180190320000001,0.0271909423,0.0275579952,0.5326961875,0.5335403681,0.0525234304,0.0557060167,0.0,0.0,0.8158769011,0.6574434042,0.657435596,0.0111566801,0.1961782724,0.1916841865,0.093508251,0.0925515294,8.09e-08,0.0004301464,-0.0231685899,0.0037757054,-0.041026320299999995,0.09042122220000001,-0.0037187324,0.0312038194,0.0903992802,0.0028280454999999997
104,13:43:44:33.947,61,3e-09,0.14126078779999998,0.0557661541,0.0,0.0,0.1310686916,0.18925789,3e-09,0.1412752271,0.0627745688,0.0,0.0,0.1310396194,0.1892584413,0.1952308416,0.0,0.0471768975,0.27773267030000004,0.12313827869999999,0.1657970399,0.0543215312,0.0,0.0211247783,0.40168493990000004,0.3740126193,0.0,0.0,0.0868424699,0.0831390172,0.2971197963,0.3223186433,0.0601034909,0.07878385480000001,0.0200461727,0.1214922369,0.026954492599999998,0.0273443554,0.4856989682,0.48794147369999996,0.04661867769999999,0.04948510230000001,0.0,0.0,0.8173909187,0.656206429,0.6562008858,0.0110772457,0.20235088469999998,0.19660715760000003,0.09332349150000001,0.09231132269999999,5.75e-08,0.0029493321000000003,-0.0276343171,0.0044245631,-0.038204029199999996,0.0863633007,-0.0033068368,0.0339388065,0.0863411576,0.002937047
105,13:43:44:34.948,61,2.8000000000000003e-09,0.13691678640000002,0.0615590699,0.0,0.0,0.13482564689999998,0.1892738789,2.8000000000000003e-09,0.1369681209,0.0566768497,0.0,0.0,0.1347961575,0.1892789006,0.190084815,0.0,0.0474570431,0.24858784679999998,0.1435936391,0.1652791649,0.0547542125,0.0,0.020711226399999998,0.4023745656,0.37523844840000004,0.0,0.0,0.08892152460000001,0.0848275274,0.2973288894,0.32204368710000003,0.0665637553,0.1060911417,0.0204272531,0.10571381449999999,0.0270443987,0.027468668300000002,0.4555387199,0.4571616054,0.0408210531,0.0433801487,0.0,0.0,0.8180140256999999,0.6531538367,0.6531510353,0.0111945923,0.2096933872,0.20193780960000002,0.0931069031,0.09209746869999999,4.36e-08,0.0063832514000000005,-0.0302599985,0.0048883269,-0.0345007554,0.08371900019999999,-0.0028945536,0.037472788199999996,0.0836966038,0.0031429434
106,13:43:44:35.950,61,2.6e-09,0.1327039301,0.0650268346,0.0,0.0,0.13965490460000002,0.1877776384,2.6e-09,0.1327759326,0.05305458230000001,0.0,0.0,0.13962513210000002,0.1877826452,0.21029743550000002,0.0,0.0474465154,0.23726527390000002,0.1687937975,0.142017588,0.0563349426,0.0,0.020598214099999998,0.3985878825,0.375921905,0.0,0.0,0.0946043804,0.0907024518,0.2968104184,0.3185564578,0.1283581406,0.1396519393,0.0282999277,0.0926858485,0.0283813942,0.0293380599,0.3918220699,0.3967147768,0.0359104872,0.0385833196,0.0,0.0,0.8181195259,0.6516514421,0.6516492963,0.011657157,0.2149061561,0.2107763886,0.09282702949999999,0.0919421911,4.7e-09,0.0102388663,-0.0303902384,0.0051379781,-0.032302618,0.0811506435,-0.0026266846999999996,0.0395921208,0.0811279565,0.0032182409999999997
107,13:43:44:36.952,61,2.3e-09,0.1287617385,0.06880526990000001,0.0,0.0,0.14468789099999999,0.1854842603,2.4e-09,0.1288546324,0.049179073399999995,0.0,0.0,0.14465871449999998,0.1854871809,0.2183328569,0.0,0.0473423637,0.22848418350000002,0.1784710139,0.12645554539999998,0.058823496100000004,0.0,0.0207113177,0.3778640926,0.3725436926,0.0,0.0,0.10084070269999999,0.09730564800000001,0.2715628147,0.2884414792,0.17781555649999997,0.15391469,0.048400871500000005,0.0876820832,0.0365943015,0.0388677418,0.3445731997,0.3496823907,0.0331811011,0.0360120349,0.0,0.0,0.8167531490000001,0.6478116512,0.6478057504,0.0148093197,0.22181582449999998,0.2226932645,0.0926932395,0.09206431359999999,3e-10,0.014213094499999999,-0.0293131396,0.0053553362,-0.0299487412,0.0787482038,-0.0023629391,0.041900727900000004,0.0787253231,0.0033045008
108,13:43:44:37.953,61,2.2e-09,0.12269770349999999,0.07457004490000001,0.0,0.0,0.1515866816,0.18305704,2.2e-09,0.12281966949999999,0.043397873600000005,0.0,0.0,0.1515570581,0.1830586791,0.2229849547,0.0,0.04718811059999999,0.2170372158,0.1834878325,0.1069021896,0.0598941967,0.0,0.020807853,0.37206122280000004,0.370757997,0.0,0.0,0.1064680442,0.10330423710000002,0.26081329579999996,0.2782157362,0.2238271534,0.1637147516,0.062289059199999997,0.0850662142,0.0441762805,0.0467569008,0.3230458498,0.32686284179999997,0.031541261800000005,0.0344226174,0.0,0.0,0.8110472559999999,0.6352713704,0.6352673173,0.0182896182,0.2341421545,0.23653048280000002,0.09277924900000001,0.0924763009,1.6e-09,0.0188295376,-0.028216105,0.005815685699999999,-0.0264356583,0.0750525445,-0.001987563,0.0454242788,0.0750293061,0.0034133735999999997
109,13:43:44:38.955,61,2e-09,0.11948809769999999,0.07975691559999999,0.0,0.0,0.154925555,0.1823845059,2e-09,0.1196459755,0.0381839275,0.0,0.0,0.1548997164,0.1823862642,0.22508093710000002,0.0,0.0462798513,0.21007683870000002,0.1856706887,0.1001247242,0.060564775,0.0,0.0203362703,0.3764990866,0.3704542816,0.0,0.0,0.10948196800000001,0.10595415529999999,0.2560321391,0.2728578448,0.2262873054,0.16797326510000002,0.0676093847,0.0837871134,0.0472549871,0.049935177000000004,0.3147340715,0.3168501258,0.0305048954,0.0333854444,0.0,0.0,0.8076686859000001,0.6255515814,0.6255525947,0.0199016575,0.2427418232,0.24276393649999997,0.09304248539999999,0.0930196196,2.3e-09,0.0232555494,-0.0293461289,0.0057229102,-0.0232629515,0.073107399,-0.001703575,0.048590902199999994,0.0730775371,0.0035558236
